BHK,sector,price,price_persqft,SuperArea,floor,Furnishing,facing,Car_Parking,Bathroom,Balcony,overlooking,city
3,others,1.75,11667.0,1500.0,1,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.58,5370.0,1080.0,10+,Semi-Furnished,,May be not,2,,,Bangalore
4,others,2.50,7812.0,3200.0,4,Unfurnished,,May be not,4,,,Bangalore
3,others,2.70,12273.0,2200.0,10+,Furnished,,May be not,3,,,Bangalore
4,others,1.20,10000.0,1200.0,4,Unfurnished,North,Available,4+,3,Main Road,Bangalore
3,others,1.90,11897.0,1597.0,1,,,May be not,3,,,Bangalore
3,others,1,5263.0,1900.0,5,Furnished,,May be not,3,,,Bangalore
3,others,2.45,13803.0,1775.0,10+,Unfurnished,East,May be not,3,3,"Pool, Garden/Park, Main Road",Bangalore
4,others,2.30,17037.0,1350.0,10+,Unfurnished,South,May be not,2,2,Main Road,Bangalore
2,others,0.22,2933.0,750.0,9,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.56,4667.0,1200.0,3,Semi-Furnished,,May be not,2,,,Bangalore
3,others,0.7,4667.0,1500.0,10+,Semi-Furnished,,May be not,3,,,Bangalore
2,JP Nagar,0.7,6512.0,1075.0,4,Semi-Furnished,,May be not,2,2,,Bangalore
2,others,1.45,11435.0,1268.0,6,Unfurnished,East,May be not,2,2,Garden/Park,Bangalore
1,others,0.5,9524.0,525.0,9,Unfurnished,West,May be not,1,1,"Garden/Park, Main Road",Bangalore
2,JP Nagar,0.43,3613.0,1190.0,1,Furnished,East,May be not,2,1,,Bangalore
2,others,1.25,9259.0,1350.0,3,Semi-Furnished,,May be not,2,1,,Bangalore
3,Thanisandra,2.30,10942.0,2102.0,10+,Semi-Furnished,,May be not,3,,,Bangalore
2,others,1.25,6250.0,2000.0,1,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.85,6142.0,1384.0,1,Semi-Furnished,,May be not,2,,,Bangalore
3,others,3.10,13478.0,2300.0,1,Unfurnished,,May be not,3,1,,Bangalore
2,others,0.65,6639.0,979.0,2,Unfurnished,North - East,May be not,1,1,,Bangalore
2,Sarjapur Road,1.50,13228.0,1134.0,3,Furnished,,May be not,2,,,Bangalore
2,others,0.6,5217.0,1150.0,3,Semi-Furnished,East,Available,2,3,Garden/Park,Bangalore
4+,others,10,40000.0,2500.0,6,Furnished,,May be not,4+,,,Bangalore
2,others,0.55,5612.0,980.0,4,Semi-Furnished,,May be not,2,,,Bangalore
2,others,1.10,8730.0,1260.0,10+,Unfurnished,,May be not,2,,,Bangalore
2,Whitefield,0.52,4333.0,1200.0,10+,Semi-Furnished,,May be not,2,,,Bangalore
3,others,1.45,9539.0,1520.0,4,Unfurnished,,May be not,2,,,Bangalore
3,others,3.20,12940.0,2473.0,8,Semi-Furnished,,Available,4,4,,Bangalore
2,others,2.24,20741.0,1080.0,4,Semi-Furnished,,May be not,2,,,Bangalore
3,others,0.6,4286.0,1400.0,2,Semi-Furnished,,Available,3,,,Bangalore
3,others,1.10,7190.0,1530.0,9,Furnished,,May be not,3,1,,Bangalore
2,others,0.72,5000.0,1440.0,3,Semi-Furnished,,May be not,3,,,Bangalore
3,others,1.74,6468.0,2690.0,1,Unfurnished,,May be not,3,2,,Bangalore
4+,others,2.50,4167.0,6000.0,3,Semi-Furnished,,May be not,4+,,,Bangalore
3,Thanisandra,1.50,6542.0,2293.0,9,Unfurnished,,May be not,3,,,Bangalore
2,Thanisandra,1.35,8710.0,1550.0,1,Unfurnished,,May be not,2,3,,Bangalore
2,others,0.45,4186.0,1075.0,1,Semi-Furnished,West,May be not,2,2,,Bangalore
3,others,1.40,9340.0,1499.0,10+,Unfurnished,,May be not,3,1,,Bangalore
4,others,2.70,11790.0,2290.0,5,Unfurnished,,May be not,4,3,"Garden/Park, Pool",Bangalore
3,others,1.90,10188.0,1865.0,10+,Unfurnished,,May be not,3,3,,Bangalore
3,others,1.50,10000.0,1500.0,2,Semi-Furnished,,Available,3,3,,Bangalore
1,Hebbal,0.55,12500.0,440.0,10+,Furnished,,May be not,1,,,Bangalore
3,others,1.25,8681.0,1440.0,1,Semi-Furnished,,May be not,2,,,Bangalore
2,Yelahanka,1,8333.0,1200.0,1,Semi-Furnished,,May be not,2,,,Bangalore
4,Yelahanka,3.25,8553.0,3800.0,10+,Semi-Furnished,,May be not,4+,3,,Bangalore
3,others,0.6,4444.0,1350.0,3,Semi-Furnished,,May be not,3,,,Bangalore
3,others,1.30,8317.0,1563.0,1,Semi-Furnished,East,Available,2,2,,Bangalore
4+,others,6.75,6750.0,10000.0,10+,Semi-Furnished,North - East,May be not,4+,4+,Main Road,Bangalore
4+,others,5,15547.0,3216.0,1,Furnished,,May be not,4+,,,Bangalore
3,others,0.9,6475.0,1390.0,2,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.35,2692.0,1300.0,1,Unfurnished,,May be not,3,,,Bangalore
3,others,0.65,4221.0,1540.0,4,Semi-Furnished,East,May be not,2,2,"Garden/Park, Pool",Bangalore
2,others,0.58,4715.0,1230.0,1,Semi-Furnished,,May be not,2,,,Bangalore
3,others,5,25000.0,2000.0,3,Furnished,,May be not,3,1,,Bangalore
3,others,2,12063.0,1658.0,2,Semi-Furnished,,May be not,3,1,,Bangalore
3,others,1.20,7317.0,1640.0,4,Unfurnished,,May be not,3,,,Bangalore
2,others,0.5,5714.0,875.0,1,Unfurnished,,May be not,2,1,,Bangalore
3,others,1.10,8333.0,1320.0,2,Semi-Furnished,,Available,3,2,,Bangalore
3,others,1.10,7880.0,1396.0,10+,Unfurnished,,May be not,2,,,Bangalore
3,others,0.6,4454.0,1347.0,1,Unfurnished,,Available,3,2,,Bangalore
2,others,1,9091.0,1100.0,10+,Unfurnished,,May be not,2,,,Bangalore
4+,others,1.30,2672.0,4866.0,,Semi-Furnished,,May be not,4+,,,Bangalore
2,others,1,8834.0,1132.0,7,Semi-Furnished,,May be not,2,,,Bangalore
3,Outer Ring Road,1.15,6745.0,1705.0,8,Semi-Furnished,,Available,2,3,,Bangalore
3,JP Nagar,1.20,6000.0,2000.0,2,Semi-Furnished,,May be not,4,2,,Bangalore
2,others,0.72,8081.0,891.0,2,Semi-Furnished,,May be not,2,,,Bangalore
3,others,1.30,8125.0,1600.0,1,Semi-Furnished,,May be not,3,,,Bangalore
3,others,0.49,3333.0,1470.0,4,Unfurnished,,May be not,3,,,Bangalore
3,Sarjapura,0.62,4697.0,1320.0,6,Furnished,,May be not,3,,,Bangalore
2,others,0.98,9751.0,1005.0,1,Unfurnished,West,May be not,2,1,Garden/Park,Bangalore
3,others,1.50,7500.0,2000.0,2,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.4,6667.0,600.0,10+,Furnished,,May be not,1,,,Bangalore
4+,Whitefield,14,22581.0,6200.0,5,Unfurnished,,May be not,4+,,,Bangalore
2,others,0.65,5417.0,1200.0,3,Semi-Furnished,,May be not,2,,,Bangalore
2,Sarjapur Road,1.50,15030.0,998.0,10+,Unfurnished,,May be not,2,1,,Bangalore
2,others,0.95,8459.0,1123.0,4,Unfurnished,North - West,May be not,2,2,"Main Road, Garden/Park, Pool",Bangalore
2,others,0.58,5800.0,1000.0,1,Furnished,,May be not,2,2,,Bangalore
3,others,2.10,10000.0,2100.0,1,Unfurnished,East,May be not,3,2,Main Road,Bangalore
1,others,0.25,6250.0,400.0,1,Semi-Furnished,,May be not,1,1,,Bangalore
2,others,0.7,7463.0,938.0,4,Unfurnished,North,May be not,2,2,Garden/Park,Bangalore
3,others,1.50,12000.0,1250.0,1,Furnished,,May be not,3,,,Bangalore
3,others,1.90,10870.0,1748.0,6,Unfurnished,North,Available,3,2,"Pool, Garden/Park, Main Road",Bangalore
3,others,1.80,9444.0,1906.0,10+,Unfurnished,East,Available,3,2,,Bangalore
2,others,1.40,9655.0,1450.0,8,Semi-Furnished,East,May be not,2,2,"Garden/Park, Pool",Bangalore
3,Yelahanka,1.50,8333.0,1800.0,1,Semi-Furnished,,May be not,3,2,,Bangalore
1,Kengeri,0.42,6512.0,645.0,1,Furnished,,Available,1,2,"Garden/Park, Main Road",Bangalore
2,others,0.5,5319.0,940.0,2,Semi-Furnished,West,Available,2,,Main Road,Bangalore
3,others,0.89,6138.0,1450.0,4,Furnished,North - East,Available,2,2,Main Road,Bangalore
3,others,2.30,12241.0,1879.0,10+,Unfurnished,East,May be not,3,2,"Garden/Park, Pool, Main Road",Bangalore
3,others,1.08,8612.0,1254.0,2,Unfurnished,West,May be not,2,1,Garden/Park,Bangalore
1,others,2.10,16279.0,1290.0,3,,East,May be not,2,3,Garden/Park,Bangalore
2,others,0.65,5293.0,1228.0,10+,Semi-Furnished,North - West,Available,2,,"Garden/Park, Main Road",Bangalore
3,others,1.27,8610.0,1475.0,10+,Unfurnished,West,Available,3,1,"Garden/Park, Main Road",Bangalore
2,others,0.74,6727.0,1100.0,5,Unfurnished,North,May be not,2,2,Main Road,Bangalore
2,others,0.35,5036.0,695.0,1,Furnished,,May be not,1,,,Bangalore
2,others,0.5,4762.0,1050.0,1,Semi-Furnished,East,Available,2,3,Main Road,Bangalore
2,others,0.95,7923.0,1199.0,10+,Unfurnished,West,May be not,2,2,,Bangalore
2,Panathur,1.95,14244.0,1369.0,2,Furnished,West,Available,2,2,"Garden/Park, Pool",Bangalore
4+,others,1.90,6529.0,2910.0,3,Unfurnished,South,May be not,4,3,"Garden/Park, Main Road",Bangalore
4,Whitefield,2.60,12683.0,2050.0,10+,Furnished,North,Available,3,3,Main Road,Bangalore
3,others,1.20,7500.0,1600.0,3,Unfurnished,East,May be not,2,4,Main Road,Bangalore
3,others,1,6897.0,1450.0,4,Unfurnished,East,Available,3,1,"Garden/Park, Main Road",Bangalore
2,others,1.65,11661.0,1415.0,10,Unfurnished,East,May be not,2,1,"Pool, Garden/Park",Bangalore
3,others,1.02,6480.0,1574.0,1,Unfurnished,East,Available,3,,,Bangalore
2,others,1.30,10906.0,1192.0,1,Semi-Furnished,North,May be not,2,1,Main Road,Bangalore
2,others,0.75,7500.0,1000.0,4,Furnished,South,Available,2,,,Bangalore
2,others,0.65,6019.0,1080.0,3,Furnished,,Available,2,1,,Bangalore
4,others,3.20,10031.0,3190.0,4,Semi-Furnished,,May be not,4,1,,Bangalore
3,others,1.10,7591.0,1449.0,2,Unfurnished,West,May be not,3,2,Garden/Park,Bangalore
3,others,1.50,10381.0,1445.0,10+,Unfurnished,East,Available,3,1,"Pool, Garden/Park",Bangalore
3,others,1.50,6818.0,2200.0,4,Unfurnished,East,Available,3,2,Main Road,Bangalore
3,others,1.10,6667.0,1650.0,1,Semi-Furnished,North,May be not,3,2,Main Road,Bangalore
2,Gunjur,1.69,13898.0,1216.0,10+,Semi-Furnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
3,others,0.865,5274.0,1640.0,2,Furnished,North,May be not,2,2,,Bangalore
2,others,0.62,7022.0,883.0,10,Unfurnished,East,May be not,2,1,,Bangalore
3,Kengeri,1.10,6984.0,1575.0,1,Unfurnished,,May be not,3,2,,Bangalore
3,others,0.74,5481.0,1350.0,1,Unfurnished,East,May be not,2,1,,Bangalore
3,others,1.90,9095.0,2089.0,10+,Unfurnished,East,May be not,3,1,,Bangalore
2,others,1.25,13889.0,900.0,4,Semi-Furnished,North,Available,2,1,,Bangalore
2,others,0.75,6522.0,1150.0,3,Unfurnished,East,May be not,2,1,Garden/Park,Bangalore
3,others,0.86,5029.0,1710.0,10,Semi-Furnished,,May be not,3,2,,Bangalore
2,others,0.4,6250.0,640.0,5,Unfurnished,East,Available,1,1,Garden/Park,Bangalore
2,others,1.25,8993.0,1390.0,3,Unfurnished,East,May be not,2,1,"Garden/Park, Pool, Main Road",Bangalore
3,others,1.25,8051.0,1553.0,3,Unfurnished,East,Available,2,2,"Garden/Park, Pool",Bangalore
3,others,0.97,7626.0,1272.0,3,Unfurnished,East,May be not,2,1,Main Road,Bangalore
2,others,1,8333.0,1200.0,10+,Unfurnished,North - West,May be not,2,1,"Garden/Park, Main Road",Bangalore
3,others,5.50,17742.0,3100.0,3,Unfurnished,East,Available,4,4,Main Road,Bangalore
3,others,0.75,6000.0,1250.0,10+,Unfurnished,East,Available,2,1,Main Road,Bangalore
2,others,0.8,10063.0,795.0,10+,Unfurnished,North,May be not,2,1,"Pool, Garden/Park, Main Road",Bangalore
3,Outer Ring Road,1.08,6374.0,1694.0,1,Unfurnished,East,Available,2,2,"Garden/Park, Pool, Main Road",Bangalore
2,others,1.10,8800.0,1250.0,2,Semi-Furnished,East,May be not,2,2,Main Road,Bangalore
2,Outer Ring Road,0.75,6522.0,1150.0,3,Semi-Furnished,North - East,Available,2,2,"Garden/Park, Main Road",Bangalore
4+,others,2.60,13978.0,1860.0,4,Semi-Furnished,North - East,May be not,4,,,Bangalore
2,others,0.7,6573.0,1065.0,2,Furnished,North,Available,2,2,Garden/Park,Bangalore
3,others,0.85,5102.0,1666.0,3,Furnished,North,May be not,2,4,"Garden/Park, Pool",Bangalore
3,others,1.30,7222.0,1800.0,3,Unfurnished,North,May be not,2,1,Garden/Park,Bangalore
2,others,0.48,5053.0,950.0,10+,Semi-Furnished,West,Available,2,,,Bangalore
2,HSR Layout,1.08,8932.0,1209.0,3,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
3,others,2.88,17386.0,1657.0,10+,Unfurnished,South,May be not,3,3,"Main Road, Garden/Park",Bangalore
3,others,2,10000.0,2000.0,1,Furnished,,May be not,3,,,Bangalore
4,Jayanagar,6.90,16715.0,4128.0,6,Unfurnished,East,May be not,4,3,"Garden/Park, Pool",Bangalore
2,Jayanagar,1.31,12818.0,1022.0,1,Unfurnished,East,May be not,2,1,,Bangalore
2,Outer Ring Road,1.60,10146.0,1577.0,8,Semi-Furnished,South - East,Available,2,4,"Garden/Park, Pool",Bangalore
3,JP Nagar,3,12000.0,2500.0,1,Semi-Furnished,East,Available,3,3,Main Road,Bangalore
3,Outer Ring Road,3.25,14977.0,2170.0,1,Semi-Furnished,East,Available,3,2,"Garden/Park, Pool, Main Road",Bangalore
2,others,1.15,8110.0,1418.0,2,Unfurnished,North,Available,2,2,Garden/Park,Bangalore
2,Bagaluru,0.8,8850.0,904.0,10+,Unfurnished,East,May be not,2,1,,Bangalore
2,others,0.58,5421.0,1070.0,2,Unfurnished,North,May be not,2,3,Main Road,Bangalore
1,others,0.29,5800.0,500.0,2,Unfurnished,North,May be not,1,1,"Garden/Park, Main Road",Bangalore
3,others,0.95,7917.0,1200.0,10+,Unfurnished,,May be not,2,,,Bangalore
2,others,0.75,6271.0,1196.0,4,Semi-Furnished,,May be not,2,2,,Bangalore
2,others,0.68,6182.0,1100.0,3,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.49,5158.0,950.0,3,Furnished,North,May be not,2,,Main Road,Bangalore
3,Kengeri,0.7,5833.0,1200.0,8,Furnished,North - East,May be not,2,1,"Garden/Park, Pool, Main Road",Bangalore
3,others,2.98,17427.0,1710.0,3,Semi-Furnished,,May be not,3,,,Bangalore
3,others,1.40,8615.0,1625.0,1,Furnished,South -West,May be not,2,2,"Garden/Park, Pool, Main Road",Bangalore
2,others,0.42,3621.0,1160.0,2,Semi-Furnished,East,May be not,2,2,Main Road,Bangalore
2,others,0.68,6476.0,1050.0,2,Semi-Furnished,East,Available,2,1,Garden/Park,Bangalore
2,others,1.25,10531.0,1187.0,3,Unfurnished,,May be not,2,,,Bangalore
2,Jayanagar,0.8,10811.0,740.0,4,Semi-Furnished,East,May be not,2,,Main Road,Bangalore
1,others,0.26,5652.0,460.0,3,Semi-Furnished,,May be not,1,,,Bangalore
2,others,0.75,5593.0,1341.0,1,Semi-Furnished,West,Available,2,,"Garden/Park, Main Road",Bangalore
3,others,0.45,3502.0,1285.0,3,Unfurnished,,May be not,2,2,,Bangalore
2,others,0.8,5351.0,1495.0,1,Furnished,North - East,May be not,2,,,Bangalore
4,Hebbal,5.50,16820.0,3270.0,2,Semi-Furnished,,May be not,1,,,Bangalore
2,others,0.6,5455.0,1100.0,3,Semi-Furnished,West,Available,2,2,"Garden/Park, Main Road",Bangalore
2,others,0.75,6000.0,1250.0,2,Semi-Furnished,,May be not,2,3,,Bangalore
3,others,1.70,8929.0,1904.0,2,Semi-Furnished,North,Available,3,,"Pool, Garden/Park",Bangalore
1,Bagaluru,0.56,8805.0,636.0,10+,Unfurnished,East,Available,1,1,Garden/Park,Bangalore
2,others,1.10,8800.0,1250.0,10+,Semi-Furnished,North,Available,2,2,Garden/Park,Bangalore
4,others,3.60,11232.0,3205.0,9,Semi-Furnished,North - East,Available,4+,,,Bangalore
2,others,0.65,5909.0,1100.0,10+,Semi-Furnished,,May be not,2,1,,Bangalore
2,others,0.19899999999999998,3980.0,500.0,10+,Semi-Furnished,South -West,Available,1,1,"Pool, Garden/Park",Bangalore
2,others,0.5,4444.0,1125.0,1,Semi-Furnished,North,Available,2,1,"Garden/Park, Main Road",Bangalore
3,Outer Ring Road,0.73,4867.0,1500.0,2,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.75,7845.0,956.0,10+,Furnished,East,Available,2,1,"Garden/Park, Main Road",Bangalore
3,Outer Ring Road,2.78,16421.0,1693.0,10+,Semi-Furnished,South,Available,3,1,"Garden/Park, Pool, Main Road",Bangalore
2,others,0.62,5536.0,1120.0,2,Unfurnished,East,May be not,2,1,"Garden/Park, Main Road",Bangalore
2,JP Nagar,0.65,6373.0,1020.0,3,Semi-Furnished,,May be not,2,1,,Bangalore
3,others,1.20,8824.0,1360.0,4,Furnished,,Available,2,,,Bangalore
2,others,0.48,4259.0,1127.0,1,Furnished,,May be not,2,,,Bangalore
2,others,0.4,4000.0,1000.0,3,Semi-Furnished,East,Available,2,1,"Garden/Park, Main Road",Bangalore
4,others,2.05,8008.0,2560.0,4,Semi-Furnished,South - East,May be not,4,2,Main Road,Bangalore
3,Hennur Main Road,3,12453.0,2409.0,10+,Unfurnished,East,Available,3,2,Garden/Park,Bangalore
2,others,1,8673.0,1153.0,3,Unfurnished,,May be not,2,,,Bangalore
1,Whitefield,0.7,11570.0,605.0,10+,Unfurnished,East,Available,1,1,Main Road,Bangalore
1,Chandapura,0.25,4132.0,605.0,1,Semi-Furnished,East,Available,1,1,Main Road,Bangalore
3,others,1.20,6000.0,2000.0,10+,Semi-Furnished,West,Available,3,2,,Bangalore
2,others,0.44,4983.0,883.0,7,Unfurnished,,May be not,2,1,,Bangalore
3,others,0.42,8235.0,510.0,1,Unfurnished,East,May be not,2,1,,Bangalore
3,others,0.85,5862.0,1450.0,10+,Semi-Furnished,,May be not,3,2,,Bangalore
3,Sarjapur Road,2.25,15475.0,1454.0,10+,Unfurnished,,May be not,2,1,,Bangalore
3,others,1.25,7375.0,1695.0,10+,Semi-Furnished,East,May be not,3,4,,Bangalore
3,Thanisandra Main Road,0.8,4938.0,1620.0,10+,Furnished,East,May be not,3,3,,Bangalore
3,others,0.7,6364.0,1100.0,1,Semi-Furnished,North,Available,2,2,Main Road,Bangalore
2,others,0.65,6500.0,1000.0,2,Semi-Furnished,,May be not,2,,,Bangalore
2,Outer Ring Road,0.6,5405.0,1110.0,,Furnished,,May be not,2,,,Bangalore
2,others,1.10,8800.0,1250.0,2,Semi-Furnished,,Available,2,2,Garden/Park,Bangalore
2,others,0.55,4490.0,1225.0,4,Furnished,,Available,2,2,,Bangalore
2,others,0.65,6878.0,945.0,4,Semi-Furnished,South,Available,2,,"Pool, Garden/Park, Main Road",Bangalore
3,others,1.30,9286.0,1400.0,1,Semi-Furnished,,May be not,3,,,Bangalore
3,Yelahanka,1.20,6861.0,1749.0,8,Semi-Furnished,North - East,Available,3,2,"Garden/Park, Main Road",Bangalore
2,others,0.86,7544.0,1140.0,2,Unfurnished,East,May be not,2,2,Main Road,Bangalore
3,others,0.825,4583.0,1800.0,1,Furnished,East,Available,3,3,"Garden/Park, Main Road",Bangalore
2,Yelahanka,0.62,5345.0,1160.0,2,Semi-Furnished,East,May be not,2,1,,Bangalore
2,Yelahanka,0.63,6000.0,1050.0,2,Unfurnished,North - East,May be not,2,2,"Garden/Park, Pool, Main Road",Bangalore
3,others,1.20,10000.0,1200.0,1,Semi-Furnished,East,May be not,2,1,,Bangalore
2,others,0.24,3659.0,656.0,1,Semi-Furnished,,May be not,2,1,,Bangalore
3,HSR Layout,1.34,8645.0,1550.0,2,Unfurnished,East,Available,2,2,"Garden/Park, Pool",Bangalore
2,others,0.6409999999999999,6100.0,1051.0,5,Unfurnished,East,May be not,2,2,"Garden/Park, Main Road",Bangalore
3,others,2.60,16149.0,1610.0,10+,Semi-Furnished,,May be not,2,2,,Bangalore
2,others,0.52,4793.0,1085.0,2,Unfurnished,North - West,May be not,2,1,Main Road,Bangalore
4,Whitefield,7.40,18049.0,4100.0,8,Unfurnished,North - East,Available,4,3,"Garden/Park, Main Road",Bangalore
3,others,1.25,7740.0,1615.0,2,Semi-Furnished,East,Available,3,2,"Garden/Park, Main Road",Bangalore
4+,others,2.10,5250.0,4000.0,10+,Semi-Furnished,South - East,May be not,4+,4+,Main Road,Bangalore
3,others,3,13043.0,2300.0,2,Semi-Furnished,East,Available,3,4+,"Garden/Park, Main Road",Bangalore
3,others,2,10471.0,1910.0,10,Semi-Furnished,East,May be not,4,3,"Garden/Park, Pool, Main Road",Bangalore
3,others,1.15,6949.0,1655.0,2,Semi-Furnished,West,Available,2,2,"Garden/Park, Pool, Main Road",Bangalore
3,others,1.10,7432.0,1480.0,3,Furnished,North,May be not,3,1,Main Road,Bangalore
3,others,1.05,6667.0,1575.0,1,Unfurnished,East,Available,3,,,Bangalore
2,Sarjapur Road,1.20,10667.0,1125.0,10+,Unfurnished,North - West,May be not,2,1,,Bangalore
2,HSR Layout,1.07,8272.0,1294.0,2,Unfurnished,East,Available,2,1,"Garden/Park, Pool",Bangalore
3,Jayanagar,1.47,11766.0,1249.0,1,Unfurnished,East,Available,3,2,Main Road,Bangalore
3,Thanisandra Main Road,2.50,13412.0,1864.0,5,Unfurnished,North - West,May be not,3,2,,Bangalore
3,others,1.18,8441.0,1398.0,10+,Semi-Furnished,North - East,Available,3,2,"Garden/Park, Main Road",Bangalore
3,others,2.60,14857.0,1750.0,10+,Furnished,West,May be not,3,,"Garden/Park, Main Road",Bangalore
3,others,1.10,7333.0,1500.0,4,Furnished,East,May be not,3,3,Main Road,Bangalore
3,others,1.37,5437.0,2520.0,3,Semi-Furnished,East,May be not,3,2,Main Road,Bangalore
2,others,1.60,15686.0,1020.0,2,Furnished,East,Available,2,2,Garden/Park,Bangalore
3,others,3.75,15000.0,2500.0,2,Unfurnished,East,Available,3,4,"Garden/Park, Pool, Main Road",Bangalore
1,others,0.525,9981.0,526.0,10,,West,Available,1,,"Garden/Park, Main Road",Bangalore
2,Jayanagar,1.35,8512.0,1586.0,10+,Semi-Furnished,East,Available,2,2,,Bangalore
2,others,0.682,6133.0,1112.0,7,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
3,others,1.55,13362.0,1160.0,1,Furnished,North - East,May be not,3,2,Main Road,Bangalore
4,others,1.60,6571.0,2435.0,4,Furnished,East,May be not,3,4+,Garden/Park,Bangalore
3,others,1.20,7216.0,1663.0,3,Furnished,West,May be not,3,4,"Garden/Park, Pool, Main Road",Bangalore
2,others,1,7701.0,1305.0,3,Semi-Furnished,West,May be not,2,,Main Road,Bangalore
3,others,1.25,5208.0,2400.0,3,Unfurnished,North,May be not,3,1,Main Road,Bangalore
3,Bagaluru,1.15,7242.0,1588.0,10+,Unfurnished,,May be not,3,2,,Bangalore
2,others,0.27,4286.0,630.0,2,Unfurnished,North,May be not,2,1,,Bangalore
3,others,2.50,14881.0,1680.0,1,Unfurnished,North,May be not,3,3,,Bangalore
2,others,0.55,4479.0,1228.0,2,Furnished,East,May be not,2,2,"Garden/Park, Main Road",Bangalore
2,others,1.50,16216.0,925.0,3,Semi-Furnished,,May be not,2,1,,Bangalore
2,others,0.767,7960.0,964.0,10+,Unfurnished,East,May be not,2,1,"Garden/Park, Pool",Bangalore
3,others,1.30,11545.0,1126.0,10,Unfurnished,,May be not,3,2,,Bangalore
3,others,1.29,8958.0,1440.0,1,Unfurnished,East,Available,3,2,,Bangalore
3,others,1.70,8947.0,1900.0,9,Furnished,East,Available,3,,"Garden/Park, Pool",Bangalore
3,others,3.25,11861.0,2740.0,1,Semi-Furnished,West,Available,3,4,"Garden/Park, Main Road",Bangalore
3,Yelahanka,1,7468.0,1339.0,3,Semi-Furnished,,May be not,3,4,,Bangalore
3,others,0.8,6400.0,1250.0,2,Semi-Furnished,,May be not,2,,,Bangalore
3,others,0.8,6400.0,1250.0,3,Semi-Furnished,East,May be not,2,,Main Road,Bangalore
3,others,1.20,10850.0,1106.0,10+,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
3,others,0.96,6584.0,1458.0,4,Unfurnished,,May be not,2,,,Bangalore
2,others,0.43,5658.0,760.0,3,Unfurnished,North,May be not,1,1,,Bangalore
4,Yelahanka,1.50,5725.0,2620.0,5,Semi-Furnished,,May be not,3,,,Bangalore
3,others,2.30,11500.0,2000.0,7,Semi-Furnished,,May be not,3,,,Bangalore
3,others,3.10,10466.0,2962.0,6,Semi-Furnished,,May be not,3,4,,Bangalore
3,Sarjapur Road,2.72,9500.0,2863.0,1,Unfurnished,East,Available,3,3,"Pool, Garden/Park",Bangalore
1,Yelahanka,0.085,2941.0,289.0,1,Unfurnished,West,May be not,1,1,,Bangalore
3,others,1,6849.0,1460.0,1,Semi-Furnished,,May be not,3,,,Bangalore
2,others,0.75,7500.0,1000.0,5,Unfurnished,,May be not,2,1,,Bangalore
2,HSR Layout,1.08,8940.0,1208.0,5,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
3,others,0.85,5312.0,1600.0,6,Furnished,,May be not,3,,,Bangalore
3,Sarjapur Road,2,12077.0,1656.0,3,Semi-Furnished,,May be not,3,,,Bangalore
2,Outer Ring Road,0.7,6542.0,1070.0,10+,Semi-Furnished,,Available,2,3,,Bangalore
3,others,0.71,4870.0,1458.0,3,Semi-Furnished,East,Available,2,1,"Garden/Park, Pool",Bangalore
2,Banaswadi,0.93,7623.0,1220.0,4,Furnished,West,Available,2,2,Main Road,Bangalore
2,others,0.65,5909.0,1100.0,2,Unfurnished,,May be not,2,,,Bangalore
3,others,1.05,8140.0,1290.0,1,Unfurnished,East,May be not,2,1,Garden/Park,Bangalore
4,others,1.25,5869.0,2130.0,3,Semi-Furnished,West,Available,4,2,Main Road,Bangalore
2,others,0.58,4936.0,1175.0,2,Semi-Furnished,,Available,2,1,,Bangalore
2,others,0.38,4000.0,950.0,10+,Semi-Furnished,East,Available,2,1,Main Road,Bangalore
2,HSR Layout,1.13,8708.0,1298.0,2,Unfurnished,East,Available,2,1,"Garden/Park, Pool",Bangalore
3,others,1.80,12000.0,1500.0,1,Unfurnished,,May be not,3,2,,Bangalore
2,Chandapura,0.53,5106.0,1038.0,4,Unfurnished,North - East,May be not,2,2,Pool,Bangalore
3,others,0.65,4501.0,1444.0,3,Semi-Furnished,,May be not,3,2,"Main Road, Pool",Bangalore
2,others,1.25,11574.0,1080.0,5,Semi-Furnished,,May be not,2,1,,Bangalore
2,Whitefield,1,10183.0,982.0,2,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.52,4590.0,1133.0,1,Semi-Furnished,West,May be not,2,,,Bangalore
3,others,0.75,5495.0,1365.0,4,Semi-Furnished,,May be not,2,2,,Bangalore
2,others,0.75,7500.0,1000.0,10+,Semi-Furnished,East,May be not,2,,Garden/Park,Bangalore
3,Panathur,1.67,10490.0,1592.0,5,Unfurnished,North,Available,3,3,Garden/Park,Bangalore
